,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22,3/31/22,4/30/22,5/31/22,6/30/22,7/31/22,8/31/22,9/30/22,10/31/22,11/30/22,12/31/22,1/31/23
Ticker,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX
MUFG 8.2 PERP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
OXY 5 7/8 09/01/25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.6958,91.94734,88.32924,101.067,106.8161,105.2651,108.7631,106.8476,109.5118,108.3043,111.5294,111.0363,112.2673,112.2029,111.263,107.5857,110.7001,107.2242,107.691,106.3444,102.981,104.5471,99.54585,103.0887,102.6418,100.5137,100.9919,100.893,100.1884,101.4127
MONDFI 5 1/8 05/07/29,103.6442,104.1354,86.20673,95.10617,97.84323,99.86575,100.9085,100.9572,102.098,102.3463,105.8671,105.0978,101.5485,102.5466,100.4835,100.9723,100.2757,100.4517,99.31784,100.6806,100.2429,99.77854,97.24921,97.30949,92.18854,88.28597,90.01146,89.61691,87.25249,82.05289,81.487,82.99589,78.67998,70.29458,86.0656,83.92394,89.90449
RXO 7 1/2 11/15/27,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.81754,102.0563,101.3613,102.887
VICI 5 5/8 05/15/52,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,98.96635,98.36327,91.11633,96.57163,91.79395,82.14768,81.01914,91.6995,88.79607,94.49145
IQV 5 10/15/26,105.0289,103.8168,101.7546,103.9923,104.6825,103.018,105.6717,104.8277,104.0981,103.8686,104.7059,104.9685,104.171,103.6648,103.981,103.5896,103.809,103.5138,103.1286,103.1942,102.8599,102.9336,102.4627,102.8871,102.2977,102.1623,101.9511,99.50147,100.8432,95.18491,100.445,97.33549,95.15643,95.6774,96.9392,95.77409,97.60221
CQP 4 03/01/31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.7351,99.86954,98.88652,97.25317,90.88007,92.80158,85.58131,92.48055,87.52526,83.86649,84.51335,87.9324,85.51324,89.82323
CLH 6 3/8 02/01/31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.9622
VICI 4 5/8 06/15/25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.89302,95.34846,97.44402,96.43961,93.94154,94.09437,96.71376,96.36008,96.94151
FLR 4 1/4 09/15/28,103.1453,93.03505,68.28216,82.75173,86.32755,86.07005,85.47779,79.73531,85.65928,88.95945,99.42514,99.95838,100.629,102.748,101.2764,102.8974,102.6472,101.7481,103.4839,104.9841,103.5444,104.0634,101.6343,104.8568,99.4162,98.11566,98.5238,95.24725,95.42244,87.91698,94.10421,90.92104,87.05704,87.35458,90.93538,90.7109,93.11182
AL 4 1/8 PERP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,98.647,97.782,99.202,96.911,91.799,85.687,85.064,77.831,72.5,75.029,75.593,68.365,66.575,65.451,68.566,77.47
ISPIM 4.95 06/01/42,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.5582,103.9675,104.2188,104.1556,104.3129,102.6345,103.5106,103.5106,103.5106,103.5106,103.5106,103.5106,103.5106,103.5106,103.5106,103.5106,60.0292,59.33713,66.3135,64.87636,72.59827
LADR 4 3/4 06/15/29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.0397,99.83311,102.2628,99.59665,100.9551,99.66642,102.4559,98.05196,97.04662,94.71362,90.58543,90.37899,77.60614,84.58281,82.80713,74.56625,80.17788,83.03484,80.13953,83.35928
RBLX 3 7/8 05/01/30,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.95652,101.7274,97.03517,95.36467,93.65312,85.88988,89.66131,81.35727,88.22208,83.21513,81.08389,82.25002,82.32793,78.65193,83.81222
MXCN 5 1/8 10/15/27,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.7013,101.6564,106.766,109.2327,104.3142,103.8138,103.0123,105.8488,105.3819,108.2241,108.7427,109.1819,108.1696,105.4523,104.4951,105.8826,101.562,101.7119,100.8966,96.43701,96.96404,89.57093,93.86487,90.66605,84.11283,91.27429,92.99825,93.26054,95.71658
VOD 3 1/4 06/04/2081,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.64,101.6392,101.685,101.7917,100.6909,98.05278,98.34715,95.62276,92.05982,92.67938,90.42845,90.17865,83.75539,89.07053,86.89098,80.08386,80.31165,83.8576,83.96955,87.32705
AA 5 1/2 12/15/27,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.157,107.7252,103.7938,105.6555,108.3252,109.387,107.7274,106.7419,107.2798,108.3183,108.2379,108.3092,108.2536,108.3103,107.511,107.1788,106.2999,106.8925,105.6183,104.5085,103.6012,99.8569,100.8169,95.79108,99.65285,96.05664,93.0167,93.72392,96.42429,96.0788,99.13369
STANLN 7.014 PERP,123.145,122.978,106.805,106.805,108.265,111.555,113.339,115.589,120.003,121.685,128.312,130.047,134.456,132.142,130.775,136.225,135.925,137.367,138.088,139.33,139.343,139.077,139.948,139.907,137.164,123.466,119.264,116.467,110.943,106.336,105.708,104.009,99.542,95.172,91.918,93.418,100.979
SWN 5 3/8 02/01/29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.6214,106.113,101.4771,102.8351,101.6139,98.66937,100.8257,93.08949,98.11816,94.56882,90.57986,93.18249,94.77487,91.55833,94.56512
BKMBOM 4 3/4 03/17/26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.142,103.7968,103.4298,103.7168,103.3668,103.1279,103.08,103.5195,103.3407,102.9776,101.0635,99.90615,98.58911,96.4399,96.103,96.62173,94.49445,94.77141,95.45594,95.51127,96.81779
TIGO 6 5/8 10/15/26,110.4656,108.2122,94.52189,101.4092,105.8593,106.8779,108.9703,108.9978,107.7583,108.407,108.811,107.7215,107.6303,107.838,106.6184,106.8173,106.5837,106.077,105.4659,105.4107,105.218,105.2276,104.506,104.6826,104.5297,103.7931,102.8508,101.0941,101.3386,95.70364,95.95124,98.37788,91.88902,95.25957,98.22277,99.89211,97.15971
ON 3 7/8 09/01/28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,104.3901,101.6057,101.8442,102.8376,104.1878,103.9864,104.7684,102.9117,103.1746,102.1883,103.1108,104.2822,105.1545,103.4971,101.5372,101.8716,103.0991,99.61298,99.44755,96.02252,92.79201,95.15543,88.33462,92.86092,89.11837,85.8084,88.76583,88.94212,88.32816,91.17285
SEE 5 1/8 12/01/24,108.3666,107.0371,96.46531,105.6061,108.8822,107.9121,109.7828,110.2555,108.578,109.1276,110.2284,110.2081,110.7418,109.7033,108.5474,109.0101,109.1877,109.4056,108.8073,109.203,109.0005,108.062,106.7036,107.4483,105.6719,103.6669,103.786,102.1845,100.7228,99.47417,102.3438,99.15833,96.85827,99.3764,99.68867,98.86911,99.78112
RDN 4 1/2 10/01/24,106.8651,106.6894,98.77792,96.64321,98.87891,97.19286,99.9584,100.743,99.92014,101.8184,104.3596,105.3411,105.2582,104.6001,104.182,105.9363,106.1149,107.1621,106.8854,108.0624,106.7824,106.0415,104.156,104.9107,102.8792,101.8318,100.2214,98.08417,99.0286,94.99661,99.00273,96.26459,94.78949,95.33036,95.82123,96.29536,97.22964
URI 4 07/15/30,#N/A N/A,97.65672,92.83234,95.25178,98.03414,97.31286,99.89867,104.6413,102.9933,102.0438,106.1793,105.8693,105.691,103.9792,101.4313,102.6193,102.3872,103.3063,104.2337,104.8523,104.1815,102.4529,101.4996,103.348,98.88189,98.75404,95.84332,89.78696,93.13343,85.92115,93.22633,86.89377,82.46056,85.08431,87.61076,85.98079,90.02965
INRCON 3 1/4 03/22/28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.75721,95.78814,96.34446,98.83997,98.49804,99.90103,100.1204,98.45657,97.90659,99.50997,97.51292,94.67577,94.18275,88.6151,86.54952,83.49297,83.40937,86.00941,83.44986,79.7309,85.259,86.0189,86.57088
HBAN 5 5/8 PERP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.5,103.4,110.81,113.934,110,112,115.85,119.03,117.597,113.5,111.9,116.625,116.1,116.958,118.51,119.001,117.99,116.73,115.188,115.28,112.272,108.12,105.22,99.76,97,94.76,101,98,93.97,91.03,90.5,94.29,98.75
F 7.7 05/15/2097,121.5695,111.6621,61.22888,81.43652,88.17137,93.84655,107.8108,106.9547,105.2965,106.6285,111.4292,117.9977,118.627,124.7436,121.076,123.4893,124.456,126.7235,129.4913,132.1901,128.3276,133.5521,136.0844,135.5058,128.0254,125.5509,115.2839,105.3478,107.4966,97.3344,102.6167,97.89168,90.04839,96.13512,100.1038,97.44586,100.8886
RTL 4 1/2 09/30/28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.2078,99.20363,100.8293,96.21272,93.47945,90.37566,85.25031,84.88853,79.41511,80.90929,80.24628,74.77836,73.41164,77.59809,73.87458,76.99418
CQP 5.95 06/30/33,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CMZB 8.151 06/30/31,137.287,138.8771,114.8448,127.3612,130.9635,138.2533,143.0908,144.447,145.6935,146.1257,148.0055,148.3673,147.3204,143.515,141.6645,142.6049,143.048,143.4526,145.0087,144.4634,142.8823,141.3995,141.3754,141.3673,138.8033,132.9346,125.6669,120.2638,115.0695,110.9196,109.9343,109.796,107.5346,102.4686,102.4694,103.6009,108.5762
CNC 2.45 07/15/28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.3275,101.4188,101.5254,100.8697,99.83859,97.9658,99.3897,95.32098,94.60894,91.34058,87.34469,89.85238,83.76697,89.81227,84.29522,81.33366,82.57606,85.08736,84.33832,86.78914
BCULC 3 1/2 02/15/29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.47549,100.1614,100.2893,100.0257,99.00194,97.30384,97.89949,97.97017,98.86924,99.91256,99.72504,99.43501,97.00201,96.03515,98.93143,94.93401,94.17618,92.73677,88.12539,91.83827,85.05772,90.66502,85.95393,82.72926,84.18828,86.13067,86.25658,87.55757
KEY Float 07/01/28,92.75684,93.35667,81.64014,86.884,86.0735,85.1379,88.50349,90.24249,90.09432,91.60061,93.28014,93.75362,94.75464,93.89687,94.70785,94.8754,95.24805,94.93167,95.82536,96.04274,96.67038,96.71703,95.47779,96.34766,95.91064,95.20516,95.6386,95.55957,93.56732,91.16223,90.83109,92.76626,92.54887,90.56953,90.22659,90.47636,92.12589
BTGPBZ 2 3/4 01/11/26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.77194,97.66553,94.9193,95.33032,96.57057,97.53121,97.25079,97.44273,97.36767,96.11857,95.19936,95.21337,94.53027,94.15454,92.88383,91.67982,92.06702,89.02392,91.05153,91.7422,86.98022,87.87534,90.86956,90.44138,92.24706
MTB 3 1/2 PERP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.067,99.299,98.654,96.589,97.859,94.443,91.67,89.91,84.395,82.435,76.196,81.776,80.863,75.073,74.928,76.588,78.012,84.181
HOLX 3 1/4 02/15/29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.8771,100.8883,102.2235,102.9174,101.9049,100.4699,98.23248,98.51792,98.06623,99.78406,101.3131,102.6319,100.3738,99.25034,98.246,100.7902,95.45433,95.44902,93.37841,89.35014,89.46594,86.52718,90.80747,85.89008,81.79425,86.19837,87.52269,86.42641,88.19534
BDN 3.95 11/15/27,107.7369,109.5957,110.8968,103.0269,99.31654,102.8809,104.3345,103.9561,104.2363,103.6989,103.6989,103.6989,107.7368,106.1791,107.6741,108.3168,108.6623,108.7864,110.1515,109.6126,108.9223,107.9893,107.6965,107.6266,105.6309,104.4347,100.6905,96.86916,97.1172,94.67898,95.34052,92.23626,88.87456,86.6101,87.75565,84.19849,86.33524
MAFUAE 7 7/8 PERP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.667,99.043,101.058,98.296,96.375,99.871,101.225,104.517
HWM 6 3/4 01/15/28,118.1851,116.3871,100.2027,98.31313,101.5287,109.6997,114.0042,115.898,110.3185,113.8308,119.2974,122.6149,122.8432,119.0294,118.2282,120.0078,120.0329,121.574,123.5675,123.2962,123.4014,122.1257,117.9916,119.144,113.3213,111.1793,108.9655,105.9383,107.0116,100.604,105.6832,103.1799,99.31898,99.53663,102.8152,101.9139,104.981
VICI 4 1/8 08/15/30,101.8711,99.84625,95.1382,91.73313,95.92496,94.71044,101.0375,100.5758,98.45837,101.3355,103.606,104.9107,104.3512,104.2227,100.7243,101.7844,101.1066,103.7165,105.4222,106.9486,106.4445,104.9131,104.7248,106.0686,100.7602,100.023,96.79231,90.05914,91.5646,86.01401,91.25069,87.80754,82.45722,82.62656,88.35748,87.07452,89.63129
TRPCN 5.6 03/07/2082,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.1043,96.77628,95.48738,90.74864,94.99844,92.81333,86.65604,85.84374,86.83494,85.73412,89.53714
BRKHEC 5 3/4 09/30/39,114.9657,113.8322,109.3546,110.8172,111.117,118.3755,118.6107,117.7834,116.9267,114.6402,114.9278,114.7536,115.3547,116.9657,114.7029,116.2723,115.7173,116.101,116.7175,116.0075,116.0075,116.0075,120.1231,119.5095,115.512,114.3464,108.9565,101.3701,97.92703,91.01449,97.0591,96.36788,92.5173,91.80946,93.77883,94.93342,96.39529
JWN 4 3/8 04/01/30,104.6309,105.0207,78.40407,77.16429,72.96252,78.95993,78.26708,80.489,80.69062,77.43388,96.54356,98.65514,100.8845,97.88115,102.1266,102.4375,102.9693,104.0717,105.3283,104.8904,102.605,102.0406,98.19865,100.8755,93.59299,91.36276,93.48243,87.52489,88.44905,78.19277,84.03827,76.63887,72.82239,76.65823,81.02166,75.07092,80.43065
LPX 3 5/8 03/15/29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.26684,100.6618,100.7233,100.5809,100.9231,101.8774,101.4754,100.7389,98.79378,101.6443,98.19496,93.79568,92.29353,85.91025,86.35141,79.75143,86.77711,81.60634,78.59057,81.86483,86.25091,86.96094,87.2325
TACN 7 3/4 11/15/29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.204,102.4737,103.5549
EMBRBZ 6.95 01/17/28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.2604,100.8721,111.4119,113.4693,112.6336,113.1326,109.6848,112.7535,113.9895,114.4498,113.3992,113.96,113.8523,111.4453,108.6762,111.0447,108.7491,104.6864,105.7761,100.4573,102.7415,97.77937,101.0332,99.86716,93.66669,94.50403,100.6509,100.0982,102.7517
URI 5 1/2 05/15/27,106.8154,105.3266,99.98464,100.5536,106.2123,103.6108,107.5665,107.4236,106.6188,106.6137,107.5436,107.6089,107.1432,106.043,106.6453,106.7572,105.8234,106.0644,105.2052,105.5534,105.1689,104.9159,104.2328,104.1852,103.7087,103.3747,103.3355,101.6581,101.6502,98.32682,101.7455,99.00114,96.58405,97.59136,98.69653,99.19515,99.56455
UCGIM 5.459 06/30/35,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.6626,103.3173,103.6688,101.9445,101.5468,109.5591,110.1464,107.6223,108.1585,107.1842,107.5994,108.4374,108.9734,110.5828,110.7311,110.5839,109.4577,108.3872,108.9003,104.4808,99.40431,95.58671,90.43809,89.94401,80.89082,83.09755,79.00878,74.25259,74.52454,80.04264,81.18683,87.73179
MRFGBZ 7 05/14/26,107.4953,105.4346,90.25056,95.90541,101.2605,100.439,108.0106,106.9025,105.793,106.6282,109.4088,109.151,107.4743,108.0297,107.5121,107.7235,107.9099,108.0724,106.8424,106.4751,106.5883,105.966,105.1378,105.1034,104.4354,103.7097,103.8327,103.4342,103.4138,101.2621,100.6761,100.4455,96.6982,97.50317,99.68054,99.49114,100.0685
TPX 3 7/8 10/15/31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.3798,99.09088,96.70428,100.4672,93.59151,90.23389,85.83401,82.70924,83.46475,75.21234,81.17402,77.08289,73.0939,75.43414,78.32661,78.39188,82.86334
TCDPSA 5 7/8 04/15/27,106.8914,104.9292,89.41721,98.21979,101.9369,104.0983,106.0131,105.9959,104.5016,106.3605,106.7139,106.9469,106.3485,107.0104,106.2129,106.2264,105.3598,105.5985,105.0406,105.2581,104.723,104.0541,102.9674,103.955,103.5521,101.9599,101.5588,100.1284,97.15413,92.30055,94.41506,95.35891,89.28072,90.29181,95.40919,96.98946,93.59907
GMRLIN 4 3/4 02/02/26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.4287,100.5209,98.45068,100.9245,101.8528,99.65604,101.2086,100.0907,101.2189,99.69975,99.96986,97.4198,97.27602,96.38912,96.30891,95.52158,91.30429,90.70028,93.35941,89.7509,88.13007,92.60883,93.2198,94.26479
F 7 1/8 11/15/25,116.5356,114.598,85.89376,92.03735,97.85416,104.9409,110.0384,111.8263,109.7556,111.0608,113.036,115.6465,115.7956,116.6984,115.8098,116.9349,116.7887,117.3891,118.0636,117.6388,118.1888,116.6384,116.7886,115.5189,114.1834,111.8996,109.2165,106.8569,106.3748,105.8696,108.5884,106.922,103.7933,102.7336,104.5528,102.6806,104.2977
OMF 6 5/8 01/15/28,113.1776,109.4586,95.7873,88.51035,95.47301,99.43399,114.9386,114.1171,111.1268,109.8429,116.5716,118.193,117.398,114.2731,113.5294,114.699,113.8782,114.6687,115.7008,115.7068,115.5036,112.7227,111.1864,112.412,107.9324,106.6587,104.6348,98.40355,100.0877,89.42924,93.85903,91.72303,85.38757,91.41682,92.83623,91.43742,97.16668
BERY 5 5/8 07/15/27,106.8317,104.2936,103.4032,103.4518,106.3754,102.9963,107.1464,106.0848,105.4142,104.961,107.6858,107.7598,106.5426,106.4165,106.0502,106.6444,106.209,105.8908,105.6897,105.3869,105.5212,104.8348,103.997,104.5626,103.2112,102.4247,101.2494,99.65711,99.3895,95.70768,100.6794,97.77867,93.00722,95.02568,98.43713,97.94244,98.57518
DRXLN 6 5/8 11/01/25,106.3447,105.1856,100.2401,103.71,105.2114,103.4006,104.8975,105.6724,104.5079,104.635,104.9716,105.601,104.4004,104.1723,103.7609,103.8082,103.4539,103.48,103.0485,103.6669,103.1365,103.3313,103.2391,103.2227,102.2584,102.4759,101.5597,100.6119,100.6327,99.80514,99.30994,98.18976,96.82824,92.96345,94.89246,96.53178,97.09723
MARSPE 7 1/8 12/01/37,116.6919,117.7457,117.7457,91.04446,94.92706,99.09778,101.9183,104.5311,105.3974,105.233,110.8147,111.5637,112.5367,113.5112,114.4405,116.3613,117.0585,118.2668,119.886,120.2619,122.8413,119.8676,120.0619,117.4606,114.3267,111.2188,107.6407,100.8658,99.13697,96.70559,96.02104,94.11604,90.029,86.42201,88.99174,88.7269,90.58753
CFG 5.65 PERP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,98.9,101.375,106.5,107.25,104.287,106.375,110.5,112.27,112.5,110.5,110.957,112.999,111.875,112.53,112.5,113.5,112.88,113.089,110,111.8,107.876,105.625,104.005,102.73,99.22,100.78,102.77,101.45,97.5,96,96.75,97,99.29
